"","date","text"
"828","August 28, 2008","After winning the Democratic Party's nomination for President, Barack Obama made his acceptance speech at Invesco Field, a huge football stadium in Denver, Colorado, before about 80,000 people. He talked about the hope for change that fueled his nomination and the desire to take the United States on a different path than the path it had been on for the last eight years."
"829","January 20, 2009","Senator Dianne Feinstein introduces the Oath of Office, administered to Barack Obama by Chief Justice of the United States John Roberts. After taking the oath, President Obama gives his Inaugural Address, touching on the history that brought the country to this moment and focusing on the hard work ahead for him, his administration, and the American people."
"830","January 29, 2009","Remarks of President Barack Obama on the Lilly Ledbetter Fair Pay Restoration Act bill signing."
"831","February 07, 2009","Remarks by the President and Vice President at the signing of the American Recovery and Reinvestment Act at the Denver Museum of Natural Science in Denver, Colorado."
"832","February 24, 2009","Only a month after his inauguration, President Barack Obama gives an address before Congress on his initiatives for economic reform.  The President discusses the three critical areas that he believes will impact the future economy—energy, healthcare, and education.  He also stresses the importance of U.S. efforts in combating extremism in the Middle East."
"833","May 26, 2009","Remarks by the president in nominating Judge Sonia Sotomayor to the United States Supreme Court."
"834","September 09, 2009","President Barack Obama defends his proposed Health Care Reform Bill. He addresses a number of topics of the health care debate, including deficit spending, preexisting medical conditions, insuring illegal immigrants, and reforming malpractice laws."
"835","December 10, 2009","Remarks by the president at the acceptance of the Nobel Peace Prize at the Oslo City Hall in Oslo, Norway."
"836","January 27, 2010","In his first State of the Union address, President Barack Obama highlights the accomplishments and obstacles during his first year as president and his visions for the future.  The major challenges in his address are centered on the national deficit and economic recession.   Obama announces that in order to overcome these challenges the nation needs to focus on financial reform, innovation, increased exportation of U.S. goods, and investing in education.  He also gives his thoughts on the military situation in Iraq and Afghanistan."
"837","February 09, 2010","The president holds a news conference after meeting with House and Senate leaders from both parties at the White House."
"838","March 15, 2010","Remarks by the president on healthcare reform in Strongville, Ohio."
"839","April 15, 2010","Remarks by the president on NASA at the John F. Kennedy Space Center on Merritt Island, Florida."
"840","April 28, 2010","President Obama delivers a speech on Wall Street reform in Quincy, Illinois as part of his ""White House to Main Street"" tour."
"841","June 15, 2010","President Obama responds to the spill from the British Petroleum oil rig ""Deepwater Horizon"" in the Gulf of Mexico."
"842","August 31, 2010","President Obama's official announcement of the end of the US combat mission in Iraq."
"843","December 16, 2012","President Obama speaks at Newtown High School in Newtown, Connecticut during an interfaith prayer vigil after the mass shooting at Sandy Hook Elementary School."
"844","January 29, 2013","President Obama speaks on immigration reform at Del Sol High School in Las Vegas, Nevada."
"845","February 13, 2013","President Obama delivers his State of the Union Address for 2013, with Vice President Joe Biden and Speaker of the House John Boehner."
"846","March 01, 2013","President Obama holds a press conference on his plans to move forward in light of massive budget cuts resulting from the Congressional sequester."
"847","March 21, 2013","On his visit to Israel, President Obama delivers an address to the people of Israel from the Jerusalem International Convention Center in Jerusalem."
"848","April 08, 2013","President Obama delivers a speech on Congressional gun control legislation and reform at the University of Hartford in Hartford, Connecticut."
"849","June 29, 2017","President Donald Trump talks about his administration's approach to energy. He promises to create jobs and money by opening up natural resources to be developed for natural gas and oil. He pledges to reduce government regulations and restrictions on development. The president ends his speech by announcing 6 new initiatives to create an era of American energy dominance. "
"850","July 24, 2017","President Trump addresses the Boy Scout Jamboree in West Virginia, talking about the values of persistence and hard work and never losing momentum. He praises the Boy Scouts for their values and patriotism. "
"851","September 19, 2017","President Trump addresses the 72nd session of the United Nations General Assembly in New York City. He focuses on his message of ""America First"" and discusses the ongoing situations with North Korea, Iran, and Syria. "
"852","December 18, 2017","President Donald Trump addresses the issue of national security, focusing on his ""America First"" ideology and unveiling his administration's strategy. It focuses on securing U.S. borders, fighting Islamic terrorism, promoting economic prosperity, building up the military, and strengthening alliances."
"853","January 26, 2018","In Davos, Switzerland, President Trump addresses the World Economic Forum, a nonprofit foundation that brings together politicians, business leaders, academics, journalists, and celebrities to address major issues facing the world. Trump brings his message of ""America First"" to the international gathering. He says he supports free trade but argues that it needs to be fair and reciprocal. At the end of his speech, he is asked a few questions by Klaus Schwab, the founder and executive chairman of the forum. "
"854","February 01, 2018","President Trump addresses the Republican members of the US House and Senate, focusing on the unity within the party and its chief tenets such as strong borders, fewer regulations, and well-funded military. He also congratulates the members on passing the tax cut bill in December 2017."
"855","February 15, 2018","President Trump makes a statement about the school shooting that took place on February 14, 2018, at Marjory Stoneman Douglas High School in Parkland, Florida. Seventeen people were killed. "
"856","February 23, 2018","President Trump addresses the Conservative Political Action Conference by pointing to his conservative credentials and praising the tax cut passed in December 2017. He also warns the crowd not to get complacent about the midterm elections in November 2018 and be sure to vote for Republicans."
"857","March 19, 2018","President Trump speaks in New Hampshire about the opioid crisis and the nationwide initiative to combat the problem. He proposes steps such as trying to develop less addictive painkillers, having fewer painkillers prescribed to patients, and cracking down on drug traffickers. "
"858","July 24, 2018","President Trump addresses American veterans from US wars. He stresses his accomplishments, his focus on ""America First,"" and his plans going forward. "
"859","September 25, 2018","President Donald Trump addresses the General Assembly of the United Nations during its 73rd session in New York City. He stresses the concept of ""America First"" and the country's desire to act according to its own interests, focusing on sovereignty over global governance. "
"860","January 19, 2019","President Donald Trump speaks about what he sees as a crisis with immigration on the southern border of the United States. He wants Congress to approved funding to build a wall along the southern border and to end the government shutdown that occurred after no agreement could be reached. "
"861","February 05, 2019","In his second State of the Union Address, President Donald Trump encourages Democrats and Republicans to work together to pass legislation. He praises the strength of the US economy and his efforts to improve trade agreements. He talks about immigration at the southern border of the country and the need to build a wall to prevent people from coming into the United States. He also touches on lowering prices for prescription drugs, ending HIV and AIDS, and outlawing late-term abortions. He ends with a focus on national security and the unstable situation in the Middle East.  "
"862","February 15, 2019","President Donald Trump declares a national emergency to help limit immigration into the United States from the southern border. He states that he wants to build a wall to stop drugs and gangs from coming into the country. He also discusses the strength of the U.S. economy and takes questions from the press. "
"863","September 24, 2019","President Donald Trump speaks to the 74th session of the UN General Assembly. He praises nationalism and discounts globalism. Trump also focuses his speech on trade and the U.S. trade relationship with China. Finally he talks about Iran, US border security, Afghanistan, and Venezuela.  "
"864","December 08, 1829","President Jackson begins with an overview of the state of foreign affairs, focusing primarily on relations with France and Britain. Jackson embarks on a lengthy discussion about governmental reform to reduce corruption and increase efficiency, proposing an amendment to the Constitution to ""remove all intermediate agency in the election of the President and Vice President."""
"865","September 14, 1986","President Ronald Reagan speaks with First Lady Nancy Reagan to the nation about the campaign against drug abuse. They want to launch a national crusade to fight against drug abuse in schools, workplaces, and communities. They focus on the damage drugs are inflicting throughout the country and advocate ""Just Say No."""
"866","March 11, 2020","President Trump addresses the nation in response to the coronavirus and announces a travel ban on Europeans coming into the United States for the next 30 days although the United Kingdom is not affected by the travel limitations. The president stresses the importance of washing hands and staying home if sick. As the country tries to adapted to the global pandemic, Trump tries to reassure Americans. "
"867","May 11, 1829","There is no summary for this speech."
"868","May 06, 1830","There is no summary for this speech."
"869","May 27, 1830","Jackson vetoes the Maysville Road bill, which would have sanctioned the federal government's purchase of stock for the creation of a road entirely within Kentucky, the home state of longtime foe Henry Clay. He regards the project as a local matter and thinks its funding should come from local sources. Jackson is not entirely opposed to the federal financing of such projects, supporting the allocation of federal monies for the National Road. Nevertheless, his veto of the Maysville Road bill indicates a shift in how the federal government intends to pay for internal improvements. Meanwhile, opponents interpret the move as an abuse of power."
"870","October 05, 1830","There is no summary for this speech."
"871","December 06, 1830","The President reviews the various pieces of domestic legislation to reform the nation's infrastructure and public works system. Jackson further proposes that all federal surplus money be distributed among the states to be used for internal improvements at the discretion of each, individual state."
"872","February 22, 1831","There is no summary for this speech."
"873","March 24, 1846","There is no summary for this speech."
"874","July 06, 1852","Henry Clay died on June 29, 1852. Lincoln delivered a eulogy to his friend in the Hall of Representatives at the statehouse in Springfield, Illinois."
"875","March 04, 1873","President Ulysses S. Grant was reelected to a second term in 1872. In his second Inaugural Address, he mentions some of the issues he dealt with in his first term such as the annexation of Santo Domingo (now the Dominican Republic) but the Senate rejected the treaty. Grant also focuses on his efforts to restore the country after the Civil War and speaks out for equal treatment for African Americans. "
"876","December 05, 1870","There is no summary for this speech."
"877","February 07, 1871","President Grant applauds the union of the States of Germany and their new form of Government and requests that the salaries of U.S. diplomats to Germany be increased."
"878","February 15, 1871","President Grant briefly states his objections to “an act prescribing an oath of office to be taken by persons who participated in the late rebellion” who seek public office."
"879","May 03, 1871","President Grant issues this proclamation stating his intent and commitment to enforcing the provisions of the Fourteenth Amendment to the Constitution."
"880","October 17, 1871","President Grant suspends the writ of habeas corpus within certain counties in South Carolina."
"881","December 04, 1871","There is no summary for this speech."
"882","December 19, 1871","There is no summary for this speech."
"883","December 02, 1872","There is no summary for this speech."
"884","February 02, 1888","The Civil Service Commission announces amended rules, prompting President Cleveland to respond with a letter containing detailed objections. Cleveland is a proponent of civil service reform, and by the time he leaves office in 1889, he will have expanded the list of classified positions filled under the merit system from sixteen thousand to twenty-seven thousand."
"885","October 01, 1888","Cleveland renews the Chinese Exclusion Act, restricting Chinese immigration to the United States. The law prohibits Chinese immigrants who return to China from coming back to the U.S.. President Chester Arthur passed the first such bill in 1882. Barriers to Chinese immigration would not be eradicated until 1943."
"886","December 29, 1940","After concluding a Destroyers-for-Bases treaty with the besieged British, Roosevelt appeals to the nation to provide more material support to Great Britain. The President argues that the best way to stay out of the war and preserve national security is to aid the Allied forces, establishing the United States as the ""arsenal of democracy."""
"887","March 15, 1897","President McKinley calls for a special session of Congress for the purpose of revising the tariff laws."
"888","January 22, 1917","Prior to the United States’ involvement in World War I, Woodrow Wilson discusses his intentions to obtain peace in the war and to prevent future wars.  The President stresses the need for “equality” in this peace.  This equality was never obtained, however, as Germany was severely punished at the conclusion of the war. "
"889","October 20, 1914","In an address to the American Bar Association, President Woodrow Wilson laments some recent trends in the field.  Furthermore, the President looks forward to a “renewal” of the original “vision of the law.”"
"890","December 08, 1914","There is no summary for this speech."
"891","January 28, 1915","President Wilson vetoes a bill requiring literacy tests for all immigrants to the United States claiming that it “embodies a radical departure from the traditional and long-established policy of this country.”"
"892","December 07, 1915","There is no summary for this speech."
"893","April 19, 1916","President Wilson addresses Congress on German violations of international law in their attacks on non-belligerent passenger and freight carrying ships. Wilson threatens to sever U.S. diplomatic relations with Germany if they do not stop these attacks."
"894","September 02, 1916","In an address to the National Democratic Convention, incumbent President Woodrow Wilson accepts the party’s nomination for the 1916 Presidential Election.  Wilson spells out his first term successes and the fulfillment of his promises prior to taking office.  In addition, the President reiterates the country’s position of neutrality in World War I, a staple of the party’s 1916 platform. "
"895","September 02, 1916","President Wilson accepts the Democratic nomination for President."
"896","September 08, 1916","President Wilson addresses the Suffrage Convention in Atlantic City, New Jersey."
"897","December 05, 1916","There is no summary for this speech."
"898","April 04, 1917","Then-Senator Harding (R-Ohio) set forth his support for President Wilson's request for a declaration of war against the Imperial German Government. The speech was originally delivered to the U.S. Senate on April 4, 1917. He emphasized that he was not voting for war in the name of democracy, but to maintain American rights and guarantee neutrality, the very preservation of the nation. The unified effort of the American people and government allowed the largely unprepared United States of America to centralize and harness its powerful economy. Within months, ammunition, weapons, and newly-trained recruits were pouring from America's towns and cities onto transport ships and cargo vessels bound for the European war theater. This unprecedented war effort made victory for the Entente Powers almost inevitable."
"899","October 22, 1928","In Herbert Hoover’s penultimate speech of his successful presidential campaign, the self-made millionaire expresses his belief that the American system is based on ""rugged individualism"" and ""self-reliance."" He suggests that government, which had necessarily assumed unprecedented economic powers during World War I, should retreat, and cease to interfere with businesses."
"900","June 11, 1929","President Hoover makes a statement in June, 1929 regarding the Farm Relief Bill (Agricultural Marketing Act), which Hoover calls the “most important measure ever passed by Congress in aid of a single industry.” On June 15th, 1929, Hoover signs the Agricultural Marketing Act to revitalize the increasingly poor market for farm products. It represents a marked reversal in federal policy; Coolidge had vetoed a number of similar bills designed to aid farmers during his presidency."
"901","July 24, 1929","There is no summary for this speech."
"902","July 24, 1929","IN APRIL 1928, as a result of discussions between our Secretary of State of the United States and the Minister of Foreign Affairs of France, the President directed Secretary Kellogg to propose to the nations of the world that they should enter into a binding agreement as follows:"
"903","January 06, 1941","In his State of the Union Address, Franklin Roosevelt informs Congress of America’s responsibility to be concerned with Europe’s current conflict, the beginning stages of World War II, and the danger their allies’ assailants pose to the United States.  To combat this potential threat, President Roosevelt suggests an “increase in armament production,” to be used in defense and/or to be supplied to European allies.  Roosevelt says these actions, in addition to solutions for social and economic problems in the United States, are vital to preserving democracy and “four essential human freedoms” that he describes."
"904","January 20, 1941","In his third of four Inaugural Addresses, President Roosevelt warns of the current threats to the United States from outside the country.  He also speaks of the success of democracy throughout the world and the need to protect it. "
"905","March 15, 1941","The President stresses the urgency of responding to the current threats to “freedom” and “democracy” during his speech concerning the recently passed Lend-Lease Act.  Roosevelt also emphasizes the United States’ need to deliver military equipment and other supplies to its allies.  This act allowed their allies’ to have increased access to the United States’ arms."
"906","May 27, 1941","Franklin Roosevelt predicts Nazi intentions to gain control of the Western Hemisphere.  As evidence, the President cites Adolf Hitler’s broken promises of ceased aggression and his subsequent invasions of European lands.  Roosevelt also argues that “freedom of the seas” is essential to preventing Nazi control in the Western Hemisphere and that support of Britain in their fight against Germany plays a pivotal role in preserving this freedom.  "
"907","September 12, 1962","Kennedy's speech at Rice University, in Houston, Texas, is imbued with a sense of historical grandeur. The President marks out the race to put a man on the moon as a pivotal moment in human advancement, and in America's struggle for international preeminence."
"908","October 21, 1960","QUINCY HOWE, MODERATOR: I am Quincy Howe of ABC News saying good evening from New York where the two major candidates for president of the United States are about to engage in their fourth radio-television discussion of the present campaign. Tonight these men will confine that discussion to foreign policy. Good evening, Vice President Nixon."
"909","January 11, 1962","Mr. Vice President, my old colleague from Massachusetts and your new Speaker, John McCormack, Members of the 87th Congress, ladies and gentlemen:"
"910","March 23, 1962","Mr. President, Governor Brown, Dr. Pauley, Chancellor, members of the Board of Regents, members of the faculty and fellow students, ladies and gentlemen:"
"911","June 06, 1962","General Westmoreland, General Lemnitzer, Mr. Secretary, General Decker, General Taylor, members of the graduating class and their parents, gentlemen:"
"912","June 11, 1962","In New Haven, Connecticut, President Kennedy focuses on three economic issues: the size and distribution of government, public fiscal policy, and public confidence in business and America."
"913","May 13, 1965","President Johnson speaks to the Association of American Editorial Cartoonists primarily about the war in Vietnam and how they have a significant ability to shape public opinion on the development of the armed conflict. He lists many ways in which America has offered humanitarian assistance to South Vietnam and reaffirms his public stance that peace and non-aggression is the primary goal of military action in Southeast Asia."
"914","June 01, 1965","President Johnson holds a press conference in the East Room to announce the withdrawal of United States Marines from the Dominican Republic and how foreign aid funds for Southeast Asia will be handled. He then takes questions on a number of subjects, including the Organization of American States, Vietnam, and the establishment of the “Johnson Doctrine,” which would seek to oppose attempts to install Communist dictatorships in the Western hemisphere."
"915","June 04, 1965","The President praises the progress made in civil rights, while asking citizens to address other serious problems in America. Johnson particularly discusses the economic gulf between blacks and whites, the persistent injustices in America, and the breakdown of the family as serious challenges to the country."
"916","July 28, 1965","President Johnson holds a press conference primarily to discuss the United States’ goals and involvement in Vietnam. In questions with the press, President Johnson talks about the effect involvement may have on the economy and relations with foreign countries, the possibility of hostilities escalating into a large war, and his commitment to negotiate with the Viet Cong at “any time, any place.”"
"917","August 25, 1965","President Johnson holds a press conference in the White House where he discusses matters pertaining to American endeavors in outer space, domestic programs, and the perceived progress being made in Vietnam."
"918","January 12, 1966","President Johnson’s State of the Union concentrates on the Vietnam War.  Security is cited as the reason for committing to the conflict long-term, but Johnson also mentions his focus on helping those who want to help themselves.  He pledges continued involvement until the aggression ends.  Johnson also emphasizes his many new goals for progress domestically and abroad, and the further establishment of the Great Society.  He also calls upon Americans to a change their ways and look forward to the improvement of the quality of American life. "
"919","January 31, 1966","President Johnson justifies his decision to resume airstrikes against North Vietnam after a 37-day pause. He explains that the failure of diplomatic efforts and continued violence against South Vietnamese targets have led him to initiate attacks on North Vietnamese supply lines. Johnson, as usual, expresses his desire for peace and mentions using the United Nations to reach a nonviolent solution. "
"920","February 23, 1966","President Johnson presents a speech upon receiving the National Freedom Award. The speech places a strong emphasis on the freedoms that are most commonly associated with the American ideal, and the importance of defending those freedoms at home and abroad, which Johnson sees manifested in the struggle for civil rights and military action in Vietnam."
"921","March 23, 1966","President Johnson speaks before the Foreign Service Institute and emphasizes that the cause served by America's diplomats is, above all else, peace. He stresses the importance of cooperation with NATO and pooling not just resources but genuine effort to promote solidarity across the Atlantic."
"922","June 30, 1966","President Johnson speaks to a crowd in Omaha about the subjects which he believes most accurately represent America's commitment to peace, its humanitarian relief efforts and participation in the ongoing conflict in Vietnam. "
"923","July 05, 1966","President Johnson holds a press conference at the LBJ Ranch in Texas, spending the majority of his time discussing matters pertaining to Vietnam, including the selective service review, the effect of airstrikes in North Vietnam, and the public reaction to these bombings. Johnson also discusses nuclear treaties and looks ahead at his plans for the years of 1966 and 1968."
"924","July 12, 1966","President Johnson’s speech is directed at explaining the U.S. interest in Asia and how he plans to achieve peace.  He explains that Asia is critical to the success of U.S. achievements around the world, and that the goal of the involvement is to generate an acceptable peace between communist and non-communist neighbors in Southeast Asia.  Johnson lists the achievements that must be made to gain peace, and defends his position against those who suspect imperialist motives.  He refuses to retreat from U.S. obligations in Vietnam and believes American influence can bring about a peaceful “Pacific Era.”"
"925","July 20, 1966","President Johnson holds another press conference where the primary focus is on the mounting hostilities against North Vietnam. Prisoner exchanges and the possibility of war crimes trials of American prisoners are both discussed. Johnson also addresses concerns about ‘professional agitators’ at home and the effect that slogans such as “black power” may have on the civil rights movement. "
"926","October 06, 1966","President Johnson discusses Vietnam and plans for his upcoming travels to the Asian-Pacific area in this press conference. Johnson also mentions the effect that Vietnam spending may have on his “great society” programs and the government’s continuing role in the civil rights field."
"927","July 27, 1967","Several days after the riots in Detroit, President Johnson speaks to the nation about the riots and proposes preventive solutions for the future.  Johnson first speaks about his appointments to a special Advisory Commission to investigate the causes of the riots.  He rejects the lingering claims that the riots were part of a civil rights protest, and denounces the entire episode as a mass crime.  President Johnson appeals to Congress to pass laws that attack the conditions that made the riots occur, and asks for the dedication and understanding of the American public to make these new laws effective."
"928","June 11, 1965","President Johnson offers some remarks in praise of America's astronauts and NASA for helping to further the country's standing in the 'Space Race.' His message is a hopeful one, and Johnson stresses that his desire to share the benefits of space exploration ""for the benefit of all mankind."""
"929","June 25, 1965","There is no summary for this speech."
"930","July 13, 1965","President Johnson holds a press conference in the East Room of the White House where he nominated Thurgood Marshall as Solicitor General and discusses developments in Vietnam and the Dominican Republic. President Johnson receives questions from the press about the possibilities for war and peace in Vietnam, the repeal of the Poll Tax, and the slowly developing anti-war movement in America. "
"931","October 06, 1976","Good evening. I am Pauline Frederick of NPR [National Public Radio], moderator of the second of the historic debates of the 1976 campaign between Gerald R. Ford of Michigan, Republican candidate for President, and Jimmy Carter of Georgia, Democratic candidate for President.
Thank you, President Ford, and thank you, Governor Carter, for being with us tonight."
"932","October 22, 1986","In his remarks, President Reagan promises sweeping tax reform and tax relief for the poor, working families, and businesses alike. He notes that the Tax Reform Act of 1986 is intended to stimulate economic growth and job creation, and provide tax cuts. This bill is a departure from the TEFRA tax increases of 1982 and a return to Reagan-endorsed economic policies."
"933","November 13, 1979","Good evening. I am here tonight to announce my intention to seek the Republican nomination for President of the United States. "
"934","June 09, 1982","Mr. President, Chancellor Schmidt, members of the Bundestag, distinguished guests:"
"935","June 17, 1982","Mr. Secretary-General, Mr. President, distinguished delegates, ladies and gentlemen:"
"936","August 16, 1982","In this address, President Reagan speaks about the Tax Equity and Fiscal Responsibility Act of 1982 or TEFRA and discounts claims that this is “the largest single tax increase in history,” stressing that one-third of the increased tax revenue will come from those evading taxes. This legislation represents a departure from the 1981 tax cuts, although Reagan notes it resulted from a difficult compromise."
"937","September 01, 1982","There is no summary for this speech."
"938","September 20, 1982","There is no summary for this speech."
"939","January 25, 1983","Mr. Speaker, Mr. President, distinguished Members of the Congress, honored guests, and fellow citizens:"
"940","June 06, 1984","In Normandy, France, President Reagan addresses the American Rangers who fought on D-Day. After recounting events from D-Day and commending the those who fought in World War II for their service, Reagan uses the speech to make a comparison between the Allied fight against fascism and the current fight against communism."
"941","August 23, 1984","From the Republican National Convention in Dallas, Texas, President Ronald Reagan reflects on taxes, poverty, and foreign policy. He criticizes the Democrats for high taxes, liberal policies, and a lack of concern for the American family. The President then closes with words on the Cold War with the Soviet Union."
"942","October 07, 1984","President Ronald Reagan debates Democratic candidate Walter Mondale. The candidates discuss issues such as economic policy, religion, leadership qualities, and abortion. This was the first debate in the presidential election of 1984 and focused on domestic issues."
"943","October 21, 1984","In the 1984 presidential election, President Ronald Reagan and former Vice President Walter Mondale engage in their second debate, which focused on defense and foreign policy. They discuss such topics as Central America, relations with the Soviet Union, violence in Lebanon, the use of military force, and nuclear and stragetic weapons. "
"944","January 21, 1985","After taking his second oath of office, Reagan gives his second inaugural address."
"945","February 06, 1985","Mr. Speaker, Mr. President, distinguished Members of the Congress, honored guests, and fellow citizens:"
"946","May 05, 1985","In an address to the leadership of Germany, the German people, and survivors of the Holocaust, President Ronald Reagan remembers those who were lost, the pain the survivors still feel, and the lessons to be learned from the Holocaust. He speaks of Anne Frank who perished at Bergen-Belsen. Reagan concludes with the words ""we can and must pledge, never again."""
"947","November 21, 1985","After being introduced by Speaker of the House Tip O'Neill, President Reagan recounts the events of the Geneva Summit that he attended with Soviet Premier Mikhail Gorbachev."
"948","January 28, 1986","President Reagan gives this address to the nation from the Oval Office on an evening scheduled for the State of the Union address. The space shuttle Challenger was supposed to be the first mission to put a civilian into space. He reminds his audience of the bravery and dedication of those who were killed on the shuttle."
"949","February 04, 1986","Mr. Speaker, Mr. President, distinguished Members of the Congress, honored guests, and fellow citizens:"
"950","August 18, 1988","I have many friends to thank tonight. I thank the voters who supported me. I thank the gallant men who entered the contest for the presidency this year, and who have honored me with their support. And, for their kind and stirring words, I thank Governor Tom Kean of New Jersey - Senator Phil Gramm of Texas - President Gerald Ford - and my friend, President Ronald Reagan."
"951","June 25, 1996","President Bill Clinton shares his support for a constitutional amendment that would guarantee victims and defendants equal rights in the criminal justice process."
"952","August 29, 1996","President Bill Clinton accepts his nomination as the democratic candidate for the 1996 presidential election. He discusses the nation’s major achievements during his first term as President and why the United States is better off than it was four years ago."
"953","October 06, 1996","Only a month before the 1996 presidential election, President Bill Clinton and Senator Bob Dole defend their opposing approaches to the United States' current issues. The two candidates debate a number of topics including Medicare reform, teenage drug use, tax rates, and foreign policy, as well as their individual political philosophies and personal differences."
"954","November 03, 1996","Only two days before the 1996 Presidential election, President Bill Clinton gives a hopeful speech at the St. Paul’s African Methodist Church in Tampa, Florida. He touches on pressing economic and crime-related issues as well as the importance of embracing a stronger sense of community in the United States."
"955","January 20, 1997","At the last inauguration before the twentieth century, President Clinton looks toward the challenges of the future. He hopes to see the promise of American citizens fulfilled in the coming century."
"956","December 18, 2005","From the Oval Office, President Bush addresses the nation on Iraqi ""renewal,"" including discussing the advent of democratic elections and the lack of evidence for ""weapons of mass destruction"" in Iraq."
"957","December 08, 2003","President Bush signs the Medicare Act of 2003 into effect at the Daughters of the American Revolution's Constitution Hall in Washington, D.C."
"958","January 07, 2004","From the East Room of the White House, President Bush proposes his immigration reform program allowing for temporary worker status."
"959","January 20, 2004","In his third State of the Union address, President George W. Bush devotes a large portion of his speech to the situation in Iraq. Almost a year since the U.S. invasion of Iraq, Bush is confident that the world is a safer place without Saddam Hussein’s regime and that the U.S. and its allies will continue the fight against global terrorism.  He also gives his thoughts on improving the economy, the No Child Left Behind Act, and the Defense of Marriage Act."
"960","July 17, 2004","At the George C. Marshall ROTC Award Ceremony in the Virginia Military Institute's Cameron Hall in Lexington, Virginia, President Bush addresses ROTC troops on the current state of national security and the course of the War on Terror looking forward."
"961","September 03, 2004","At the Republican National Convention at Madison Square Garden in New York City, President Bush delivers his acceptance speech for the Republican Party's nomination in the 2004 presidential election."
"962","January 20, 2005","President Bush delivers his Second Inaugural Address as he is sworn in for a second term in front of the U.S. Capitol. He emphasizes the United States’ historical tradition of delivering “freedom” and “liberty” to its citizens and others abroad upon his inauguration to his second Presidential term.  The speech’s theme echoes the President’s sentiments towards Saddam Hussein as well as his controversial decision to invade Iraq in 2003 during his first Presidential term."
"963","February 02, 2005","In his fourth State of the Union address, President George W. Bush discusses the need to strengthen the economy, preserve the values that sustain a free democracy, and promote global peace. Bush focuses on the recent victories in his presidency and promises that the United States will adhere to its responsibilities to its people.  He emphasizes American support for liberty at home and abroad.  President Bush also addresses the need for Social Security reform and proposes new social programs."
"964","August 31, 2005","From the White House's Rose Garden, President Bush remarks on the situation in New Orleans, Louisiana and surrounding areas, and outlines the federal relief efforts of FEMA and other agencies."
"965","September 15, 2005","From Jackson Square in New Orleans, Louisiana, President Bush addresses the nation on the state of relief efforts in the city and surrounding areas after Hurricane Katrina."
"966","September 23, 2010","President Obama addresses the United Nations General Assembly in New York, New York."
"967","November 03, 2010","President Obama holds a press conference after the 2010 Midterm Elections on plans for the new Congress."
"968","January 12, 2011","President Obama speaks at ""Together We Thrive: Tuscon and America,"" in the McKale Memorial Center at the University of Arizona in Tucson, Arizona, a memorial event held for the victims of the shooting which took place at a public appearance by Congresswoman Gabrielle Gifford."
"969","January 25, 2011","The president delivers his State of the Union address, with Vice President Joe Biden and Speaker of the House John Boehner."
"970","May 01, 2011","President Obama delivers a statement on Seal Team Six's strike on Osama Bin Laden's hideout, which resulted in his death. Though Bin Laden was killed on May 2, 2011 in Pakistan, it was still May 1 in the United States when the President announced his death."
"971","May 19, 2011","President Obama speaks on the future of US relations in the Middle East and North Africa in light of the Arab Spring and the death of Osama Bin Laden."
"972","May 25, 2011","President Obama delivers an address on the relationship between the US and the United Kingdom to members of the UK's Parliament in Westminster Hall."
"973","June 22, 2011","President Obama lays out his plan for a gradual military withdrawl from Afghanistan, and the continued role of US troops in Afghanistan."
"974","September 08, 2011","President Obama presents his proposal for the American Jobs Act to a joint session of Congress."
"975","October 21, 2011","President Obama Announces the official end of the war in Iraq, and the return of combat troops to the US by the end of the year."
"976","November 06, 2012","President Obama's remarks at McCormick Place in Chicago Illinois after his victory in the 2012 presidential election. Transcript courtesy of the White House, video courtesy of BarackObama.org."
"977","September 25, 2019","President Donald Trump holds a press conference after a whistleblower complaint against his conduct becomes public. At issue is a phone call President Trump had with President Volodymyr Zelensky of Ukraine in July 2019. The president also discusses his efforts to meet with other leaders during the UN General Assembly meeting and takes questions from the press. "
"978","October 27, 2019","President Donald Trump announces the death of Abu Bakr al-Baghdadi, the founder and leader of ISIS. U.S. special forces executed a nighttime raid in northwest Syria and trapped Baghdadi in a tunnel. He then detonated a suicide vest, killing himself and those around him. "
"979","January 03, 2020","President Trump announces that the US military killed General Qasem Soleimani, the leader of the Iranian Quds Force. The president cites Soleimani as ""the number-one terrorist anywhere in the world."""
"980","January 08, 2020","After the killing of General Qasem Soleimani of Iran a few days earlier, President Trump responds to Iranian missile attacks against US military personnel in Iraq. He notes that there were no casualties and defends his decision to order the killing of Soleimani. "
"981","January 24, 2020","President Donald Trump became the first US president to address the March for Life in January 2020. The March for Life is an annual rally in support of the pro-life movement, protesting the legality of abortion."
"982","February 04, 2020","President Donald Trump previews his reelection campaign theme, ""The Great American Comeback,"" in his State of the Union. He begins by focusing on the strong economy. He claims that America is on the rise, no longer on the decline. In a first for State of the Union addresses, Trump awards the Presidential Medal of Freedom to conservative radio talk show host, Rush Limbaugh. "
"983","February 06, 2020","President Trump makes remarks in the White House the day after the US Senate voted to acquit him of two impeachment charges. He thanks many people who supported him during the impeachment investigation and trial, including Senate Majority Leader Mitch McConnell, House Minority Leader Kevin McCarthy, Representative Jim Jordan, and Representative Mark Meadows. He also denounces the Democratic members of Congress, such as Speaker of the House Nancy Pelosi and Representative Adam Schiff who led the impeachment investigation in the House. "
